日期,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
10月18日,162.56,269.429,0.2,"597,892","1,520,892","-923,000","1,723,320","3,244,212"
10月19日,162.45,268.573,16.3,"767,296","1,522,296","-755,000","1,748,160","3,270,456"
10月20日,162.37,267.885,1.5,"851,396","1,521,396","-670,000","1,718,640","3,240,036"
10月21日,162.28,267.11,0.1,"686,692","1,522,692","-836,000","1,543,680","3,066,372"
10月22日,162.18,266.271,0,"614,780","1,533,780","-919,000","1,512,000","3,045,780"
10月23日,162.07,265.352,0,"613,440","1,531,440","-918,000","1,438,560","2,970,000"
10月24日,161.96,264.428,0.2,"514,424","1,430,424","-916,000","1,391,040","2,821,464"
10月25日,161.85,263.54,0.1,"551,088","1,550,088","-999,000","1,344,960","2,895,048"
10月26日,161.72,262.435,0.4,"471,916","1,550,916","-1,079,000","1,301,760","2,852,676"
10月27日,161.59,261.332,3.1,"549,036","1,710,036","-1,161,000","1,258,560","2,968,596"
10月28日,161.44,260.137,2.4,"550,352","1,709,352","-1,159,000","1,249,200","2,958,552"
10月29日,161.31,259.09,11.6,"527,940","1,436,940","-909,000","1,325,880","2,762,820"
10月30日,161.22,258.326,14.6,"898,872","1,558,872","-660,000","1,388,160","2,947,032"
10月31日,161.25,258.594,20.7,"3,089,624","1,437,624","1,652,000","3,248,280","4,685,904"
11月1日,161.54,260.997,1.9,"2,403,000",0,"2,403,000","7,081,200","7,081,200"
11月2日,161.75,262.754,0.8,"1,329,000",0,"1,329,000","3,934,800","3,934,800"
11月3日,161.89,263.869,2.3,"999,000",0,"999,000","2,986,200","2,986,200"
11月4日,161.99,264.775,8,"917,000",0,"917,000","2,716,560","2,716,560"
11月5日,162.12,265.832,12,"1,252,000",0,"1,252,000","2,931,840","2,931,840"
11月6日,162.28,267.204,0,"1,369,204",0,"1,369,204","2,823,480","2,823,480"
11月7日,162.4,268.125,1,"1,063,820","476,820","587,000","2,600,280","3,077,100"
11月8日,162.48,268.824,4.3,"839,000",0,"839,000","2,460,600","2,460,600"
11月9日,162.55,269.348,1.1,"806,256","1,058,256","-252,000","2,278,080","3,336,336"
11月10日,162.52,269.184,0,"646,188","478,188","168,000","2,077,920","2,556,108"
11月11日,162.53,269.205,0,"635,592","1,055,592","-420,000","1,906,200","2,961,792"
11月12日,162.48,268.758,0.2,"637,132","1,056,132","-419,000","1,789,920","2,846,052"
11月13日,162.41,268.22,0,"592,868","1,346,868","-754,000","1,655,640","3,002,508"
11月14日,162.32,267.448,1.3,"595,920","1,348,920","-753,000","1,633,320","2,982,240"
11月15日,162.22,266.633,0,"443,672","1,362,672","-919,000","1,516,320","2,878,992"
11月16日,162.12,265.784,0.1,"488,828","1,656,828","-1,168,000","1,451,160","3,107,988"
11月17日,161.99,264.661,0,"514,496","1,430,496","-916,000","1,381,680","2,812,176"
11月18日,161.88,263.8,27,"585,744","1,002,744","-417,000","1,529,280","2,532,024"
11月19日,161.89,263.915,14.2,"1,392,552","726,552","666,000","1,903,680","2,630,232"
11月20日,161.97,264.539,16.1,"1,521,068","1,021,068","500,000","1,965,600","2,986,668"
11月21日,162.1,265.735,30.6,"2,779,124","191,124","2,588,000","2,628,360","2,819,484"
11月22日,162.62,270.128,21.9,"5,631,000",0,"5,631,000","3,697,200","3,697,200"
11月23日,163.18,274.808,0.8,"3,554,000",0,"3,554,000","3,157,200","3,157,200"
11月24日,163.49,277.388,0.1,"1,955,000",0,"1,955,000","2,719,080","2,719,080"
11月25日,163.67,278.934,11.4,"1,364,000",0,"1,364,000","2,483,280","2,483,280"
11月26日,163.84,280.352,5.2,"1,628,912","348,912","1,280,000","2,417,400","2,766,312"
11月27日,163.99,281.624,6.7,"1,750,100","638,100","1,112,000","2,360,160","2,998,260"
11月28日,164.16,283.169,23.5,"2,659,000",0,"2,659,000","2,534,040","2,534,040"
11月29日,164.54,286.382,5,"3,015,000",0,"3,015,000","2,737,440","2,737,440"
11月30日,164.82,288.795,9.8,"2,423,832","347,832","2,076,000","2,570,760","2,918,592"
12月1日,165.06,290.835,2.6,"2,168,212","346,212","1,822,000","2,347,200","2,693,412"
12月2日,165.24,292.402,4.8,"1,842,284","364,284","1,478,000","2,471,400","2,835,684"
12月3日,165.38,293.617,0,"1,370,788","760,788","610,000","2,328,480","3,089,268"
12月4日,165.45,294.191,3,"1,167,008","469,008","698,000","2,088,360","2,557,368"
12月5日,165.56,295.195,37,"2,009,000",0,"2,009,000","2,733,120","2,733,120"
12月6日,166.24,301.338,81.8,"12,191,248","1,885,248","10,306,000","9,338,400","11,223,648"
12月7日,167.31,310.721,21.4,"10,887,592","4,394,592","6,493,000","10,652,400","15,046,992"
12月8日,167.67,313.832,0,"5,187,468","4,383,468","804,000","6,840,000","11,223,468"
12月9日,167.74,314.472,0,"2,876,164","2,698,164","178,000","4,835,520","7,533,684"
12月10日,167.7,314.107,0,"1,984,956","2,698,956","-714,000","3,717,000","6,415,956"
12月11日,167.61,313.24,5.3,"1,719,188","2,701,188","-982,000","3,115,800","5,816,988"
12月12日,167.47,312.051,0,"1,241,856","2,132,856","-891,000","2,816,640","4,949,496"
12月13日,167.44,311.75,0.2,"945,120","1,302,120","-357,000","2,574,720","3,876,840"
12月14日,167.4,311.379,1.3,"855,752","1,300,752","-445,000","2,422,080","3,722,832"
12月15日,167.35,310.915,0.3,"858,164","1,303,164","-445,000","2,341,440","3,644,604"
12月16日,167.29,310.37,0,"680,812","1,303,812","-623,000","2,090,880","3,394,692"
12月17日,167.22,309.765,0.1,"685,376","1,307,376","-622,000","1,884,240","3,191,616"
12月18日,167.15,309.128,8.7,"684,260","1,306,260","-622,000","1,776,240","3,082,500"
12月19日,167.08,308.566,7.3,"768,428","1,300,428","-532,000","1,722,240","3,022,668"
12月20日,167.04,308.24,23.7,"1,395,260","1,306,260","89,000","1,746,720","3,052,980"
12月21日,167.14,309.117,1.5,"2,455,040","1,301,040","1,154,000","1,888,560","3,189,600"
12月22日,167.21,309.725,0.4,"1,571,316","1,304,316","267,000","1,655,640","2,959,956"
12月23日,167.21,309.728,0,"1,127,396","1,305,396","-178,000","1,531,800","2,837,196"
12月24日,167.18,309.432,0.3,"931,012","1,464,012","-533,000","1,455,480","2,919,492"
12月25日,167.12,308.873,0,"839,132","1,461,132","-622,000","1,415,520","2,876,652"
12月26日,167.03,308.122,2.6,"843,084","1,464,084","-621,000","1,373,760","2,837,844"
12月27日,166.98,307.53,3.1,"855,940","1,742,940","-887,000","1,409,760","3,152,700"
12月28日,166.9,306.643,0.7,"700,700","1,586,700","-886,000","1,346,400","2,933,100"
12月29日,166.77,305.816,14.3,"832,740","1,186,740","-354,000","1,440,360","2,627,100"
12月30日,166.74,305.569,19.1,"1,129,728","1,306,728","-177,000","1,550,520","2,857,248"
12月31日,166.82,306.319,17.1,"2,393,000",0,"2,393,000","2,192,400","2,192,400"

