日期,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
10月24日,166.53,303.713,33,"6,340,620","4,132,620","2,208,000","6,159,600","10,292,220"
10月25日,166.92,307.21,22.5,"8,463,328","4,118,328","4,345,000","6,584,400","10,702,728"
10月26日,167.12,308.932,1,"5,847,672","6,735,672","-888,000","5,814,000","12,549,672"
10月27日,166.9,306.869,0.1,"3,821,228","6,747,228","-2,926,000","4,605,120","11,352,348"
10月28日,166.55,303.852,0,"2,553,348","4,233,348","-1,680,000","3,740,400","7,973,748"
10月29日,166.58,304.121,0.5,"1,647,024","1,470,024","177,000","3,204,000","4,674,024"
10月30日,166.59,304.176,1.9,"1,382,960","1,470,960","-88,000","2,884,680","4,355,640"
10月31日,166.57,303.992,6.3,"1,207,220","1,472,220","-265,000","2,781,000","4,253,220"
11月1日,166.57,304.084,1.5,"1,060,000",0,"1,060,000","2,609,280","2,609,280"
11月2日,166.68,305.031,3.1,"884,000",0,"884,000","2,525,760","2,525,760"
11月3日,166.77,305.853,3.3,"961,388","341,388","620,000","2,455,920","2,797,308"
11月4日,166.84,306.414,3.4,"873,208","341,208","532,000","2,442,960","2,784,168"
11月5日,166.9,306.939,0.2,"1,110,316","755,316","355,000","2,334,240","3,089,556"
11月6日,166.93,307.29,0,"904,376","461,376","443,000","2,121,120","2,582,496"
11月7日,166.98,307.719,0,"815,296","460,296","355,000","1,927,800","2,388,096"
11月8日,167.08,308.625,32.9,"2,150,528","462,528","1,688,000","3,029,760","3,492,288"
11月9日,167.25,310.025,1.2,"1,766,836","1,855,836","-89,000","2,745,000","4,600,836"
11月10日,167.22,309.762,0,"1,448,528","1,893,528","-445,000","2,273,760","4,167,288"
11月11日,167.15,309.177,0,"1,239,480","1,860,480","-621,000","2,015,280","3,875,760"
11月12日,167.06,308.388,7.1,"1,100,544","2,165,544","-1,065,000","1,915,920","4,081,464"
11月13日,166.91,307.05,17.3,"1,544,264","2,697,264","-1,153,000","2,109,600","4,806,864"
11月14日,166.87,306.706,1.9,"1,153,000",0,"1,153,000","1,980,720","1,980,720"
11月15日,166.96,307.515,0,"1,275,632","1,186,632","89,000","1,882,080","3,068,712"
11月16日,166.93,307.205,0,"1,037,676","1,304,676","-267,000","1,765,800","3,070,476"
11月17日,166.94,307.275,1.6,"936,812","1,024,812","-88,000","1,685,520","2,710,332"
11月18日,166.92,307.179,5,"904,356","904,356",0,"1,597,680","2,502,036"
11月19日,166.93,307.194,3.3,"905,292","905,292",0,"1,540,800","2,446,092"
11月20日,166.94,307.316,24.8,"1,628,768","1,185,768","443,000","2,090,160","3,275,928"
11月21日,167.07,308.514,0.1,"2,043,000",0,"2,043,000","2,328,840","2,328,840"
11月22日,167.26,310.184,16.8,"1,832,768","1,032,768","800,000","2,121,840","3,154,608"
11月23日,167.28,310.37,8.1,"2,479,952","2,657,952","-178,000","2,502,720","5,160,672"
11月24日,167.33,310.785,0.3,"2,128,776","1,861,776","267,000","2,409,840","4,271,616"
11月25日,167.35,310.93,6.7,"1,637,872","1,459,872","178,000","2,260,080","3,719,952"
11月26日,167.37,311.182,39,"3,820,016","2,306,016","1,514,000","2,593,440","4,899,456"
11月27日,167.65,313.661,34.3,"6,782,748","4,103,748","2,679,000","3,396,960","7,500,708"
11月28日,167.89,315.777,13.7,"8,147,260","6,715,260","1,432,000","4,064,400","10,779,660"
11月29日,167.92,316.012,6.1,"5,996,784","6,713,784","-717,000","3,612,600","10,326,384"
11月30日,167.71,314.148,4.1,"4,043,000","6,723,000","-2,680,000","3,118,680","9,841,680"
12月1日,167.35,310.897,0,"2,754,776","5,605,776","-2,851,000","2,896,920","8,502,696"
12月2日,167.3,310.488,0,"1,627,112","1,004,112","623,000","2,666,880","3,670,992"
12月3日,167.34,310.885,0.1,"1,206,700","1,028,700","178,000","2,389,680","3,418,380"
12月4日,167.35,310.989,0,"1,024,992","1,024,992",0,"2,180,160","3,205,152"
12月5日,167.35,310.974,14.3,"1,340,772","1,874,772","-534,000","2,008,080","3,882,852"
12月6日,167.17,309.351,21.2,"1,258,004","2,147,004","-889,000","1,889,280","4,036,284"
12月7日,167.46,311.647,4.1,"5,292,872","1,873,872","3,419,000","2,265,120","4,138,992"
12月8日,167.54,312.63,0.7,"2,701,584","2,701,584",0,"2,062,080","4,763,664"
12月9日,167.61,313.307,5.2,"1,838,732","1,302,732","536,000","1,867,680","3,170,412"
12月10日,167.66,313.761,8,"1,660,200","1,303,200","357,000","1,889,640","3,192,840"
12月11日,167.74,314.439,1.4,"2,193,384","1,299,384","894,000","1,917,000","3,216,384"
12月12日,167.81,315.079,20.5,"2,050,108","1,872,108","178,000","1,807,200","3,679,308"
12月13日,167.81,315.102,27,"4,894,608","3,820,608","1,074,000","2,481,840","6,302,448"
12月14日,167.87,315.635,1.6,"4,106,980","4,375,980","-269,000","2,698,920","7,074,900"
12月15日,167.76,314.636,1.2,"2,875,276","4,395,276","-1,520,000","2,455,920","6,851,196"
12月16日,167.63,313.489,0,"1,799,984","1,977,984","-178,000","2,229,120","4,207,104"
12月17日,167.72,314.323,15.8,"1,790,408","897,408","893,000","2,183,400","3,080,808"
12月18日,167.83,315.251,0.4,"1,845,476","1,576,476","269,000","2,489,760","4,066,236"
12月19日,167.84,315.284,0,"1,510,328","1,868,328","-358,000","2,261,160","4,129,488"
12月20日,167.75,314.509,1.2,"1,223,376","2,117,376","-894,000","2,009,520","4,126,896"
12月21日,167.68,313.906,8,"986,976","896,976","90,000","1,806,480","2,703,456"
12月22日,167.7,314.096,10.5,"1,177,684","909,684","268,000","1,796,760","2,706,444"
12月23日,167.72,314.282,1.4,"1,027,404","1,027,404",0,"1,731,600","2,759,004"
12月24日,167.72,314.275,1,"1,029,276","1,029,276",0,"1,724,400","2,753,676"
12月25日,167.74,314.454,33.3,"1,823,808","1,019,808","804,000","1,937,520","2,957,328"
12月26日,167.95,316.381,21.9,"4,911,956","3,121,956","1,790,000","2,648,520","5,770,476"
12月27日,168.07,317.416,13.6,"4,729,660","4,101,660","628,000","2,787,480","6,889,140"
12月28日,168.15,318.109,1.1,"3,473,152","2,575,152","898,000","2,765,520","5,340,672"
12月29日,168.22,318.749,0.4,"2,310,048","2,130,048","180,000","2,468,160","4,598,208"
12月30日,168.2,318.502,0.2,"1,857,808","2,396,808","-539,000","2,243,520","4,640,328"
12月31日,168.16,318.232,1.4,"1,244,456","615,456","629,000","2,050,560","2,666,016"

